country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,deforested_2000-2010_ha,percent_deforested_2000-2010,vulnerable_2000-2010,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,abg_biomass_stock_2000_Mg,avg_biomass_per_ha_Mg,abg_biomass_loss_Mg_2001,abg_biomass_loss_Mg_2002,abg_biomass_loss_Mg_2003,abg_biomass_loss_Mg_2004,abg_biomass_loss_Mg_2005,abg_biomass_loss_Mg_2006,abg_biomass_loss_Mg_2007,abg_biomass_loss_Mg_2008,abg_biomass_loss_Mg_2009,abg_biomass_loss_Mg_2010,abg_biomass_loss_Mg_2011,abg_biomass_loss_Mg_2012,abg_biomass_loss_Mg_2013,abg_biomass_loss_Mg_2014,abg_biomass_loss_Mg_2015,abg_biomass_loss_Mg_2016,abg_biomass_loss_Mg_2017,abg_biomass_loss_Mg_2018,abg_biomass_loss_Mg_2019,abg_biomass_loss_Mg_2020,abg_co2_stock_2000__Mg,whrc_aboveground_co2_emissions_Mg_2001,whrc_aboveground_co2_emissions_Mg_2002,whrc_aboveground_co2_emissions_Mg_2003,whrc_aboveground_co2_emissions_Mg_2004,whrc_aboveground_co2_emissions_Mg_2005,whrc_aboveground_co2_emissions_Mg_2006,whrc_aboveground_co2_emissions_Mg_2007,whrc_aboveground_co2_emissions_Mg_2008,whrc_aboveground_co2_emissions_Mg_2009,whrc_aboveground_co2_emissions_Mg_2010,whrc_aboveground_co2_emissions_Mg_2011,whrc_aboveground_co2_emissions_Mg_2012,whrc_aboveground_co2_emissions_Mg_2013,whrc_aboveground_co2_emissions_Mg_2014,whrc_aboveground_co2_emissions_Mg_2015,whrc_aboveground_co2_emissions_Mg_2016,whrc_aboveground_co2_emissions_Mg_2017,whrc_aboveground_co2_emissions_Mg_2018,whrc_aboveground_co2_emissions_Mg_2019,whrc_aboveground_co2_emissions_Mg_2020,location
Indonesia,Papua,Merauke,25,4378008,3537114,3749490,-212376,-4.850973319372646,0,9264,1639,3559,1695,2537,1188,1805,1605,977,3442,815,4057,7337,8221,15306,23603,33761,18969,6401,4274,3457,757166796,214,301026,717717,262368,491426,193587,350417,361345,177930,699226,218413,999462,2107627,2399810,4515488,6692330,8680960,5476774,1659650,1275388,938013,1388139126,551881,1315814,481008,900947,354909,642430,662465,326206,1281915,400424,1832347,3863984,4399652,8278394,12269272,15915094,10040752,3042692,2338212,1719690,2271
Indonesia,Papua,Merauke,30,4378008,3454603,3655207,-200604,-4.582083906653437,0,9264,1637,3555,1694,2531,1187,1802,1603,975,3434,815,4052,7329,8178,15271,23554,33586,18886,6340,4254,3453,750676917,217,300829,717330,262236,490959,193574,350136,361207,177720,698602,218410,999081,2107007,2395881,4512369,6687989,8669416,5470436,1655646,1273591,937566,1376241015,551520,1315104,480767,900092,354887,641917,662212,325821,1280769,400418,1831648,3862845,4392449,8272676,12261313,15893929,10029133,3035351,2334917,1718871,2272
Indonesia,Papua,Merauke,50,4378008,2999226,3201642,-202416,-4.623472593014905,0,9264,1589,3437,1635,2450,1173,1736,1572,933,3325,810,3970,7248,7883,14951,23029,32211,18259,5903,4131,3389,708678764,236,296359,706244,257632,483131,192090,343452,358038,173784,688320,217920,991030,2098803,2361627,4475406,6637962,8564972,5415794,1619177,1259645,929738,1299244400,543325,1294780,472325,885740,352164,629662,656403,318604,1261920,399520,1816889,3847806,4329650,8204911,12169597,15702449,9928956,2968492,2309349,1704519,2273
Indonesia,Papua,Merauke,75,4378008,2278220,2371311,-93091,-2.1263323411012496,0,9264,1289,2860,1283,2005,1032,1429,1395,755,2738,789,3618,6895,7240,13797,21236,28903,17003,5129,3736,3132,617985482,271,260548,633749,223054,425649,174386,302204,333178,151506,614498,215220,942491,2048315,2252594,4281043,6399397,8178877,5251367,1520105,1198527,886882,1132973384,477671,1161873,408932,780356,319708,554041,610826,277762,1126580,394570,1727901,3755244,4129755,7848578,11732228,14994608,9627506,2786860,2197299,1625950,2274
Indonesia,Papua,Mimika,10,1782745,1709806,1704596,5210,0.29224594655993985,1,1982,675,1139,1008,1666,999,1787,1464,1321,2049,1538,1062,1773,3895,4586,4135,3249,2834,2045,1635,1916,551623808,323,242721,378947,303164,570927,343411,506602,453678,412416,584379,498756,349562,614522,1421162,1627729,1491426,1132444,946018,656775,559355,625251,1011310315,444989,694736,555800,1046699,629588,928770,831742,756096,1071361,914385,640864,1126624,2605464,2984170,2734282,2076147,1734367,1204088,1025484,1146293,2275
Indonesia,Papua,Mimika,15,1782745,1708068,1700858,7210,0.4044324903449456,1,1982,675,1139,1008,1666,998,1786,1464,1320,2049,1538,1062,1773,3894,4584,4133,3247,2832,2042,1634,1913,551421811,323,242674,378935,303121,570904,343369,506530,453678,412388,584289,498733,349498,614465,1421029,1627493,1491268,1132201,945817,656424,559207,624946,1010939986,444902,694715,555721,1046657,629509,928639,831742,756045,1071197,914343,640746,1126520,2605219,2983736,2733992,2075703,1733997,1203444,1025213,1145734,2276
Indonesia,Papua,Mimika,20,1782745,1706737,1700037,6700,0.3758249216797691,1,1982,675,1138,1007,1665,998,1786,1463,1320,2048,1538,1062,1772,3893,4583,4130,3244,2829,2037,1632,1910,551263805,323,242674,378921,303106,570821,343369,506487,453594,412352,584264,498709,349476,614406,1420895,1627378,1490975,1131905,945540,655866,558994,624691,1010650309,444902,694688,555695,1046505,629509,928560,831588,755979,1071150,914299,640706,1126410,2604974,2983527,2733454,2075159,1733490,1202421,1024822,1145267,2277
Indonesia,Papua,Mimika,25,1782745,1705959,1698110,7849,0.4402760910842549,1,1982,675,1138,1007,1665,998,1785,1463,1320,2048,1538,1062,1772,3893,4582,4129,3243,2829,2035,1631,1909,551175772,323,242674,378894,303106,570802,343369,506465,453573,412345,584255,498709,349476,614368,1420858,1627300,1490856,1131816,945467,655624,558866,624551,1010488915,444902,694639,555695,1046471,629509,928519,831550,755965,1071134,914299,640706,1126342,2604906,2983383,2733236,2074997,1733357,1201977,1024588,1145011,2278
Indonesia,Papua,Mimika,30,1782745,1704633,1696258,8375,0.4697811520997114,1,1982,675,1138,1007,1665,998,1785,1463,1320,2048,1538,1061,1772,3892,4580,4127,3241,2825,2031,1628,1905,551016381,323,242654,378861,303098,570770,343369,506421,453565,412318,584200,498650,349452,614315,1420784,1627042,1490702,1131600,945129,655290,558598,624125,1010196699,444866,694578,555679,1046412,629509,928439,831536,755915,1071033,914191,640662,1126243,2604771,2982910,2732954,2074599,1732737,1201366,1024096,1144228,2279
Indonesia,Papua,Mimika,50,1782745,1694097,1680852,13245,0.7429553862162003,1,1982,672,1135,1004,1661,997,1781,1460,1318,2044,1534,1058,1768,3884,4570,4118,3228,2810,2008,1619,1893,549589053,324,242280,378514,302571,570209,343156,505892,453094,412062,583679,498204,349029,613857,1419729,1625773,1489476,1129883,943181,652505,557499,622470,1007579930,444180,693941,554713,1045383,629119,927469,830673,755446,1070079,913373,639887,1125404,2602837,2980584,2730706,2071453,1729165,1196259,1022081,1141196,2280
Indonesia,Papua,Mimika,75,1782745,1660082,1646111,13971,0.7836791016101574,1,1982,658,1108,967,1627,977,1734,1420,1297,1996,1503,1023,1748,3851,4526,4076,3180,2749,1933,1588,1848,543995306,328,239926,373495,296394,564221,339944,498298,446181,408715,576079,492618,342788,610315,1414230,1618811,1483082,1122046,933610,640633,552389,615100,997324728,439865,684741,543389,1034405,623231,913546,817998,749311,1056145,903133,628444,1118911,2592754,2967820,2718984,2057085,1711619,1174494,1012712,1127684,2281
Indonesia,Papua,Nabire,10,1226413,1214527,1212035,2492,0.20319419314700676,1,2200,618,1246,1101,1584,546,1081,1027,810,1288,976,991,3699,1845,7590,7247,3381,2677,2660,3307,1936,418637931,345,214899,429157,401139,551283,183616,357714,356894,275343,431937,327754,338742,1278528,649955,2818890,2647508,1213287,917348,921052,1172390,699565,767502873,393982,786788,735421,1010686,336629,655809,654306,504795,791885,600882,621026,2343967,1191585,5167965,4853765,2224360,1681805,1688595,2149381,1282536,2282
Indonesia,Papua,Nabire,15,1226413,1213728,1210541,3187,0.2598635206900123,1,2200,618,1246,1101,1584,546,1081,1027,810,1288,976,991,3698,1844,7587,7243,3379,2673,2659,3305,1935,418562967,345,214899,429151,401108,551269,183616,357696,356894,275343,431921,327754,338742,1278438,649865,2818566,2647146,1213132,917011,920981,1172206,699491,767365439,393982,786777,735365,1010660,336629,655776,654306,504795,791855,600882,621026,2343803,1191419,5167372,4853100,2224076,1681187,1688464,2149044,1282400,2283
Indonesia,Papua,Nabire,20,1226413,1213218,1210236,2982,0.24314810752984517,1,2200,618,1246,1101,1584,546,1081,1027,810,1287,976,991,3697,1843,7585,7241,3377,2671,2658,3304,1935,418510989,345,214899,429129,401084,551260,183616,357681,356894,275343,431893,327754,338742,1278364,649804,2818340,2646895,1212915,916794,920839,1172101,699445,767270146,393982,786737,735320,1010643,336629,655748,654306,504795,791804,600882,621026,2343667,1191307,5166956,4852640,2223677,1680789,1688205,2148852,1282315,2284
Indonesia,Papua,Nabire,25,1226413,1212864,1209500,3364,0.27429585302830284,1,2200,618,1246,1101,1584,546,1081,1027,810,1287,976,991,3697,1843,7583,7238,3376,2670,2657,3303,1935,418477110,345,214899,429129,401084,551246,183616,357674,356887,275343,431893,327754,338742,1278343,649746,2818220,2646679,1212810,916692,920775,1171994,699412,767208034,393982,786737,735320,1010618,336629,655736,654293,504795,791804,600882,621026,2343630,1191201,5166736,4852245,2223485,1680603,1688088,2148656,1282255,2285
Indonesia,Papua,Nabire,30,1226413,1212267,1208663,3604,0.29386511721581554,1,2200,617,1246,1101,1584,546,1081,1027,809,1287,976,991,3696,1841,7580,7233,3374,2668,2655,3300,1934,418421686,345,214888,429115,401084,551246,183616,357674,356878,275329,431893,327754,338742,1278258,649646,2817935,2646195,1212631,916481,920535,1171738,699349,767106424,393962,786711,735320,1010618,336629,655736,654277,504769,791804,600882,621026,2343473,1191017,5166213,4851357,2223157,1680215,1687648,2148187,1282141,2286
Indonesia,Papua,Nabire,50,1226413,1207830,1202408,5422,0.44210229343622415,1,2200,617,1242,1100,1582,545,1080,1027,809,1286,975,990,3691,1836,7560,7200,3362,2652,2641,3282,1929,417959980,346,214797,428669,400983,551045,183522,357557,356797,275297,431748,327687,338604,1277677,649105,2815693,2642857,1211280,914718,919039,1169819,698818,766259964,393794,785893,735136,1010250,336456,655521,654128,504712,791538,600760,620773,2342407,1190027,5162104,4845238,2220680,1676982,1684904,2144667,1281166,2287
Indonesia,Papua,Nabire,75,1226413,1194779,1186417,8362,0.6818257797332545,1,2200,610,1224,1091,1569,540,1068,1018,802,1272,963,984,3654,1814,7462,7071,3303,2563,2578,3218,1902,416098002,348,213570,425559,399265,548679,182628,355721,355509,274385,429685,325847,337687,1272513,645862,2802006,2625488,1202288,902049,910547,1160969,694889,762846337,391545,780191,731986,1005911,334818,652155,651766,503039,787756,597386,619093,2332941,1184080,5137011,4813395,2204195,1653757,1669336,2128444,1273964,2288
Indonesia,Papua,Nduga,10,697248,683352,682524,828,0.11875258157786038,1,359,108,132,67,141,120,207,154,155,261,185,147,399,198,757,471,386,426,383,422,323,240966205,353,34031,39891,19737,42379,36117,65225,48835,47432,79405,55727,45773,133588,61897,239982,143270,117194,133964,118997,140464,107040,441771376,62390,73134,36185,77695,66214,119580,89531,86959,145575,102165,83918,244911,113478,439967,262662,214856,245600,218162,257517,196239,2289
Indonesia,Papua,Nduga,15,697248,681372,680536,836,0.11989994951581073,1,359,108,132,67,141,119,207,154,154,260,185,147,399,197,756,469,385,424,382,422,323,240728964,353,34016,39882,19728,42370,36089,65167,48816,47386,79328,55727,45728,133559,61849,239835,143047,117004,133582,118929,140391,106963,441336433,62363,73117,36168,77678,66164,119473,89497,86874,145434,102165,83834,244857,113391,439698,262253,214508,244900,218036,257383,196098,2290
Indonesia,Papua,Nduga,20,697248,680687,680197,490,0.07027628619945844,1,359,108,132,67,141,119,207,154,154,260,185,147,399,197,754,467,384,422,382,421,322,240644395,354,34016,39882,19728,42361,36050,65151,48807,47376,79318,55711,45707,133542,61780,239636,142735,116858,133366,118818,140236,106921,441181391,62363,73117,36168,77662,66092,119443,89480,86855,145417,102137,83797,244826,113263,439332,261681,214239,244505,217833,257100,196022,2291
Indonesia,Papua,Nduga,25,697248,679977,677983,1994,0.2859814585341227,1,359,108,132,67,141,119,207,154,154,260,185,147,399,196,754,466,383,421,382,420,322,240562004,354,34016,39872,19728,42361,36050,65151,48807,47367,79309,55711,45707,133532,61739,239582,142620,116750,133274,118809,140192,106911,441030340,62363,73099,36168,77662,66092,119443,89480,86839,145400,102137,83797,244809,113188,439233,261469,214042,244336,217816,257018,196004,2292
Indonesia,Papua,Nduga,30,697248,679014,677199,1815,0.2603091009224838,1,359,108,132,67,141,119,207,154,154,260,185,146,399,196,753,465,383,421,381,420,322,240442989,354,34016,39872,19728,42343,36050,65151,48807,47332,79272,55691,45686,133519,61728,239503,142568,116695,133207,118774,140165,106892,440812147,62363,73099,36168,77629,66092,119443,89480,86775,145332,102101,83757,244784,113168,439088,261374,213940,244212,217752,256970,195968,2293
Indonesia,Papua,Nduga,50,697248,671092,667299,3793,0.5439958235807059,1,359,106,130,67,139,118,206,152,152,256,183,145,397,195,749,461,377,415,380,417,320,239340822,357,33666,39667,19696,42070,35909,64968,48521,47004,78810,55419,45517,133307,61624,238978,142062,115977,132479,118593,139794,106652,438791507,61722,72724,36109,77129,65833,119107,88954,86175,144484,101601,83448,244396,112978,438126,260447,212624,242877,217421,256289,195528,2294
Indonesia,Papua,Nduga,75,697248,655190,648022,7168,1.0280416724035064,1,359,100,124,65,131,113,198,146,144,245,178,139,391,188,728,435,357,394,367,403,310,235962273,360,32528,38489,19438,40603,34932,63597,47331,45368,76631,54441,44202,132193,60314,235234,137832,112943,129170,116401,137578,105118,432597500,59635,70563,35637,74440,64043,116594,86773,83175,140491,99809,81036,242354,110575,431262,252692,207063,236812,213402,252226,192716,2295
Indonesia,Papua,Pegunungan Bintang,10,1528475,1508841,1508086,755,0.0493956394445444,1,3617,622,976,721,887,522,1407,1266,880,1041,1762,566,1610,1553,2750,3369,2747,3228,2395,3086,2782,529327263,351,201270,318293,238667,292876,174641,460071,417932,282434,348681,571910,191891,537400,491476,833068,976923,835432,960778,725585,943614,836545,970433315,368995,583538,437556,536940,320175,843464,766208,517795,639248,1048503,351801,985234,901040,1527292,1791026,1531625,1761426,1330239,1729958,1533667,2303
Indonesia,Papua,Pegunungan Bintang,15,1528475,1505973,1506060,-87,-0.0056919478565236594,0,3617,622,976,720,886,521,1406,1265,880,1041,1761,566,1610,1551,2748,3365,2745,3226,2394,3085,2780,528957911,351,201263,318236,238621,292786,174613,459990,417826,282397,348652,571852,191808,537357,491298,832795,976459,835195,960501,725466,943452,836357,969756171,368982,583432,437472,536775,320123,843315,766015,517729,639195,1048396,351648,985155,900712,1526791,1790176,1531190,1760918,1330020,1729661,1533321,2304
Indonesia,Papua,Pegunungan Bintang,20,1528475,1504927,1505361,-434,-0.028394314594612273,0,3617,622,975,720,886,521,1406,1265,880,1040,1761,566,1609,1549,2745,3362,2742,3223,2393,3082,2778,528824066,351,201263,318212,238585,292777,174606,459980,417789,282356,348604,571789,191797,537301,491070,832443,976093,834880,960141,725273,943185,836109,969510788,368982,583389,437405,536757,320111,843296,765946,517653,639108,1048279,351629,985053,900295,1526145,1789504,1530614,1760258,1329667,1729173,1532867,2305
Indonesia,Papua,Pegunungan Bintang,25,1528475,1503755,1503100,655,0.04285317064394249,1,3617,622,975,720,886,521,1406,1265,880,1040,1760,566,1609,1549,2744,3360,2741,3222,2392,3080,2777,528675265,352,201263,318199,238547,292757,174587,459959,417771,282356,348604,571778,191797,537249,490963,832289,975855,834752,960012,725196,942946,835928,969237986,368982,583365,437337,536721,320077,843259,765913,517653,639108,1048260,351629,984956,900098,1525863,1789068,1530379,1760021,1329525,1728735,1532534,2306
Indonesia,Papua,Pegunungan Bintang,30,1528475,1502249,1501900,349,0.022833216114100656,1,3617,622,975,720,885,521,1406,1264,879,1040,1760,565,1608,1548,2742,3359,2740,3222,2391,3079,2775,528482898,352,201244,318151,238547,292694,174576,459922,417721,282288,348594,571701,191764,537200,490868,832091,975637,834658,959960,725118,942830,835745,968885313,368947,583276,437337,536605,320056,843190,765822,517529,639089,1048119,351566,984867,899924,1525500,1788667,1530206,1759926,1329382,1728522,1532199,2307
Indonesia,Papua,Pegunungan Bintang,50,1528475,1492809,1483969,8840,0.5783542419732086,1,3617,621,972,718,882,519,1401,1260,876,1039,1757,563,1605,1542,2733,3346,2729,3212,2385,3070,2764,527110267,353,201151,317804,238352,292335,174352,459251,417194,281849,348394,571258,191505,536721,490100,830946,973952,833229,958586,724306,941689,834159,966368822,368777,582641,436979,535947,319645,841959,764856,516724,638723,1047306,351092,983989,898517,1523401,1785578,1527587,1757407,1327895,1726430,1529292,2308
Indonesia,Papua,Pegunungan Bintang,75,1528475,1470137,1440054,30083,1.9681708892850716,1,3617,615,959,711,873,516,1380,1245,862,1023,1733,557,1588,1507,2666,3242,2664,3133,2329,2997,2694,522385589,355,199953,315134,237137,290566,173786,455692,414702,279620,345843,566825,190230,533689,484423,820683,957997,822912,946374,715938,930651,823561,957706913,366580,577746,434751,532704,318607,835434,760286,512637,634045,1039180,348755,978431,888109,1504585,1756328,1508671,1735020,1312553,1706193,1509861,2309
Indonesia,Papua,Puncak,10,796556,761468,770347,-8879,-1.1146736701499957,0,678,157,247,116,275,145,332,220,233,344,218,154,571,412,707,683,685,1063,887,808,773,257009717,338,48082,82371,35053,84137,44086,104007,68680,69234,103772,67063,48270,177354,122143,199765,189491,195061,309710,254327,228715,210597,471184482,88150,151014,64264,154252,80824,190680,125913,126929,190249,122950,88495,325149,223929,366235,347400,357611,567802,466267,419311,386095,2310
Indonesia,Papua,Puncak,15,796556,758840,766107,-7267,-0.9123024620993377,0,678,157,247,116,275,145,332,220,233,344,218,154,571,412,706,682,685,1063,887,807,772,256689415,338,48000,82371,35044,84129,44029,104007,68660,69225,103772,67063,48233,177319,122090,199618,189372,195026,309626,254224,228546,210514,470597261,88000,151014,64247,154237,80720,190680,125876,126913,190249,122950,88427,325085,223831,365967,347181,357549,567648,466078,419000,385943,2311
Indonesia,Papua,Puncak,20,796556,758008,765697,-7689,-0.9652805326932443,0,678,157,247,116,274,145,332,220,233,344,218,153,570,411,704,681,684,1062,886,806,772,256589171,339,48000,82371,35044,84085,44029,104007,68660,69225,103763,67055,48221,177267,122015,199468,189220,194966,309540,254147,228475,210458,470413480,88000,151014,64247,154156,80720,190680,125876,126913,190232,122933,88405,324989,223693,365691,346903,357437,567490,465937,418872,385839,2312
Indonesia,Papua,Puncak,25,796556,756710,762734,-6024,-0.7562556807054369,0,678,157,247,116,274,145,332,220,233,344,218,153,570,411,704,681,684,1061,885,804,771,256438107,339,48000,82371,35035,84069,44029,104007,68660,69225,103746,67055,48221,177250,121973,199402,189166,194887,309459,254072,228292,210392,470136529,88000,151014,64231,154126,80720,190680,125876,126913,190200,122933,88405,324958,223616,365570,346805,357293,567342,465800,418535,385719,2313
Indonesia,Papua,Puncak,30,796556,753507,761637,-8130,-1.0206438718683934,0,678,156,247,116,274,145,332,220,233,344,218,153,570,410,703,680,683,1061,885,804,770,256058980,340,47931,82335,34967,84069,44029,103952,68634,69216,103720,67055,48195,177223,121916,199317,189096,194809,309441,254034,228193,210297,469441463,87873,150948,64107,154126,80720,190579,125829,126897,190153,122933,88357,324908,223513,365414,346675,357151,567309,465730,418354,385545,2314
Indonesia,Papua,Puncak,50,796556,740701,742393,-1692,-0.2124144441822044,0,678,155,244,115,273,144,329,219,232,339,217,152,568,407,696,676,678,1055,880,798,763,254368432,343,47785,81999,34897,83958,43936,103584,68534,69068,103108,66968,48074,176994,121556,198483,188547,194196,308690,253461,227459,209438,466342124,87606,150331,63977,153923,80549,189903,125646,126625,189032,122774,88135,324488,222852,363886,345670,356026,565931,464678,417008,383969,2315
Indonesia,Papua,Puncak,75,796556,714158,706082,8076,1.0138646874795998,1,678,152,239,112,267,141,323,216,229,331,214,150,563,396,668,645,654,1014,851,764,730,249172985,349,47203,80998,34309,82956,43385,102552,67993,68559,101728,66439,47729,176227,119990,194454,184403,190772,302903,249304,222810,204955,456817138,86539,148496,62900,152085,79540,188012,124653,125691,186501,121805,87503,323082,219982,356499,338071,349748,555322,457057,408485,375752,2316
Indonesia,Papua,Supiori,10,67093,65860,65656,204,0.30405556466397393,1,126,19,73,16,25,20,45,68,8,76,99,51,109,22,135,68,48,62,239,57,59,21448955,326,5621,20070,4661,6593,5100,11830,17753,2468,20303,26662,13892,27755,5654,36039,17455,13262,17107,73094,14438,16339,39323085,10305,36795,8545,12087,9350,21689,32547,4525,37223,48881,25469,50884,10365,66072,32001,24314,31363,134005,26470,29955,2331
Indonesia,Papua,Supiori,15,67093,65841,65603,238,0.35473149210796956,1,126,19,73,16,25,20,45,68,8,76,99,51,109,22,135,68,48,62,239,57,59,21447246,326,5621,20070,4661,6593,5100,11830,17753,2468,20303,26656,13892,27755,5654,36039,17455,13262,17107,73084,14438,16339,39319952,10305,36795,8545,12087,9350,21689,32547,4525,37223,48869,25469,50884,10365,66072,32001,24314,31363,133988,26470,29955,2332
Indonesia,Papua,Supiori,20,67093,65823,65590,233,0.3472791498367937,1,126,19,73,16,25,20,45,68,8,76,99,51,109,22,135,68,48,62,239,57,59,21445769,326,5621,20070,4661,6593,5100,11830,17753,2468,20303,26656,13892,27755,5654,36033,17449,13262,17107,73071,14438,16339,39317243,10305,36795,8545,12087,9350,21689,32547,4525,37223,48869,25469,50884,10365,66061,31989,24314,31363,133964,26470,29955,2333
Indonesia,Papua,Supiori,25,67093,65815,65574,241,0.359202897470675,1,126,19,73,16,25,20,45,68,8,76,99,51,109,22,135,68,48,62,239,57,59,21444915,326,5621,20070,4661,6593,5100,11830,17753,2468,20296,26656,13892,27755,5654,36033,17449,13262,17107,73066,14438,16339,39315678,10305,36795,8545,12087,9350,21689,32547,4525,37209,48869,25469,50884,10365,66061,31989,24314,31363,133954,26470,29955,2334
Indonesia,Papua,Supiori,30,67093,65798,65550,248,0.3696361766503212,1,126,19,73,16,25,20,45,68,8,76,99,51,109,22,135,68,48,62,239,57,59,21443320,326,5621,20070,4661,6593,5100,11830,17753,2468,20296,26656,13885,27743,5649,35992,17449,13262,17107,73052,14438,16323,39312754,10305,36795,8545,12087,9350,21689,32547,4525,37209,48869,25456,50863,10357,65986,31989,24314,31363,133929,26470,29925,2335
Indonesia,Papua,Supiori,50,67093,65696,65336,360,0.5365686435246598,1,126,19,73,16,24,20,45,67,8,76,99,51,109,22,134,68,48,62,238,56,59,21433326,326,5621,20062,4661,6579,5092,11807,17720,2461,20292,26615,13885,27735,5649,35910,17415,13245,17076,72959,14395,16285,39294430,10305,36780,8545,12061,9336,21647,32487,4511,37202,48794,25456,50847,10357,65835,31928,24283,31306,133759,26391,29857,2336
Indonesia,Papua,Supiori,75,67093,64902,64841,61,0.09091857570834513,1,126,19,72,15,24,19,44,64,8,75,98,50,106,21,127,64,47,60,225,52,55,21291023,328,5574,19948,4623,6569,4970,11701,17217,2447,20138,26492,13822,27307,5519,34697,16915,12962,16867,70940,13771,15761,39033543,10218,36571,8475,12044,9111,21452,31565,4486,36920,48569,25341,50063,10118,63611,31011,23764,30923,130056,25247,28895,2337
Indonesia,Papua,Tolikara,10,364397,361205,357770,3435,0.9426532051581106,1,1126,353,292,184,251,171,249,469,291,451,660,94,406,669,704,891,751,1202,842,1136,1205,121177027,335,108162,84660,55335,68811,49799,68517,127622,80385,129407,185656,27789,122004,171924,178910,225730,201585,291674,215083,286610,291829,222157882,198297,155211,101448,126154,91299,125614,233975,147373,237246,340369,50947,223675,315195,328001,413838,369572,534736,394319,525452,535020,2338
Indonesia,Papua,Tolikara,15,364397,360898,357027,3871,1.0623029278506684,1,1126,353,291,184,251,171,249,468,291,451,659,93,405,667,703,889,750,1199,841,1132,1203,121137818,336,108143,84642,55297,68802,49790,68517,127585,80385,129398,185629,27771,121884,171704,178735,225402,201369,291270,214957,286213,291563,222086000,198262,155178,101378,126137,91282,125614,233906,147373,237229,340320,50914,223455,314791,327681,413238,369176,533996,394087,524724,534533,2339
Indonesia,Papua,Tolikara,20,364397,360665,356682,3983,1.0930386364322429,1,1126,353,291,184,251,171,249,468,291,451,659,93,405,663,700,885,748,1195,840,1130,1199,121108301,336,108143,84614,55297,68802,49790,68517,127585,80367,129388,185629,27762,121856,171227,178384,224904,201167,290771,214833,285924,291099,222031886,198262,155126,101378,126137,91282,125614,233906,147340,237212,340320,50897,223402,313917,327038,412325,368806,533081,393860,524194,533682,2340
Indonesia,Papua,Tolikara,25,364397,360471,356113,4358,1.1959483749866218,1,1126,353,291,184,251,171,249,468,291,451,659,93,405,662,699,883,746,1194,839,1126,1197,121083657,336,108143,84614,55297,68802,49790,68517,127585,80367,129388,185629,27762,121816,171098,178199,224727,200973,290608,214724,285423,290761,221986705,198262,155126,101378,126137,91282,125614,233906,147340,237212,340320,50897,223328,313680,326698,411999,368450,532781,393661,523275,533062,2341
Indonesia,Papua,Tolikara,30,364397,360193,355653,4540,1.2458939014316803,1,1126,353,291,184,251,171,248,468,291,451,659,93,404,661,698,882,745,1190,838,1124,1195,121048022,336,108143,84595,55297,68802,49790,68463,127576,80357,129369,185590,27748,121737,171008,178111,224540,200762,290222,214614,285109,290572,221921375,198262,155091,101378,126137,91282,125515,233890,147321,237176,340248,50872,223184,313515,326537,411656,368063,532074,393460,522699,532714,2342
Indonesia,Papua,Tolikara,50,364397,357517,350585,6932,1.9023208204238782,1,1126,352,290,183,250,170,247,465,290,450,658,93,400,649,686,863,736,1164,828,1101,1168,120695948,338,108025,84442,55238,68686,49748,68328,127236,80293,129226,185434,27716,121271,169459,176650,222408,199761,287191,213393,282531,287566,221275904,198047,154810,101270,125924,91205,125268,233267,147203,236915,339963,50812,222331,310674,323858,407747,366228,526516,391221,517973,527204,2343
Indonesia,Papua,Tolikara,75,364397,347650,335630,12020,3.298600153129691,1,1126,345,280,178,239,165,236,448,283,442,645,91,385,604,636,806,693,1076,780,1032,1068,118927383,342,107088,83042,54518,67276,48909,66916,125049,79344,128038,183682,27238,119313,163346,170317,215162,193819,275611,206916,273569,274662,218033536,196328,152243,99950,123340,89666,122679,229257,145465,234736,336751,49936,218741,299468,312247,394464,355335,505288,379346,501543,503547,2344
Indonesia,Papua,Waropen,10,1079633,1073863,1073198,665,0.06159500496928123,1,518,169,286,185,237,226,342,401,266,515,325,327,1049,253,620,735,453,592,787,572,574,380260491,354,55185,93305,64366,78914,77231,108411,133097,89694,166480,110454,105590,357459,81037,201850,254360,151704,194086,265269,193262,207101,697144233,101173,171060,118005,144675,141590,198753,244011,164438,305213,202499,193582,655341,148569,370059,466327,278124,355825,486327,354314,379685,2345
Indonesia,Papua,Waropen,15,1079633,1073625,1072601,1024,0.0948470452459308,1,518,169,286,185,237,226,342,401,266,515,325,327,1049,253,620,735,453,591,786,572,574,380231926,354,55185,93285,64366,78864,77231,108411,133097,89694,166465,110454,105576,357452,81017,201780,254340,151704,194041,265178,193242,207093,697091864,101173,171022,118005,144585,141590,198753,244011,164438,305186,202499,193555,655329,148531,369929,466290,278124,355742,486160,354277,379671,2346
